Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20160505X02315,Accident,2016-05-05,"Juneau, AK",United States,Non-Fatal,Substantial,Helicopter,AIRBUS,AS350,No,1.0,Turbo Shaft,091,,Other Work Use,ERA HELICOPTERS LLC,0.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain terrain clearance while on approach to land in flat light conditions. Contributing to the severity of the pilot's injuries was the inadequately restrained internal cargo, which shifted forward during the impact and struck the pilot and/or the pilot's seat.",2016.0
20160507X31120,Accident,2016-05-07,"Skagway, AK",United States,Fatal,Substantial,Helicopter,AIRBUS,AS350,No,1.0,Turbo Shaft,091,,Other Work Use,"TEMSCO HELICOPTERS, INC.",1.0,0.0,0.0,0.0,IMC,,"The pilot's decision to continue visual flight into an area of instrument meteorological conditions, which resulted in the pilot experiencing a loss of visual reference and subsequent controlled flight into terrain. Contributing to the accident were the pilot's self-induced pressure to complete the flight and the operator's failure to maintain operational control over the flight.",2016.0
20160511X23030,Accident,2016-05-07,"Maxwell, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,UH 1B,No,1.0,Turbo Shaft,137,,Aerial Application,Jones Flying Service,0.0,0.0,0.0,1.0,VMC,,"A reduction in available engine power during takeoff due to a stuck hot air valve, which resulted in low rotor rpm and a forced landing. Contributing to the accident was the lack of dry film lubricant and the presence of corrosion on the hot air valve assembly, which resulted in the sticking of the valve.",2016.0
20181128X44021,Accident,2016-05-08,"Mexico, Mexico",Mexico,Non-Fatal,Substantial,Helicopter,BELL,206,No,,,NUSN,,,,0.0,0.0,1.0,0.0,,,,2016.0
20160906X35440,Accident,2016-05-09,"Aube, France, France",France,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,,,,,1.0,0.0,0.0,0.0,,,,2016.0
20160516X00545,Accident,2016-05-13,"Portia, AR",United States,Fatal,Substantial,Helicopter,BELL,47G 3B 1,No,1.0,Turbo Shaft,137,,Aerial Application,HAMMOCK FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's decision to perform a sliding takeoff from the elevated platform, which resulted in a dynamic rollover when the right skid plate caught on a protruding screw. Contributing to the accident was the pilot's failure to adequately inspect the landing platform before flight.",2016.0
20160524X71954,Accident,2016-05-21,"Waitsburg, WA",United States,Non-Fatal,Substantial,Helicopter,BELL,OH 58,No,1.0,Turbo Shaft,137,,Aerial Application,WILBUR-ELLIS CO,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain clearance from the power line during low reconnaissance flight, which resulted in a power line strike, loss of control, and a subsequent hard landing.",2016.0
20160607X23848,Accident,2016-05-28,"Spring Branch, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,,Personal,FLYING HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain helicopter control while hovering in gusting tailwind conditions, resulting in  the tailboom striking a light pole and impact with terrain.",2016.0
20160606X54753,Accident,2016-06-02,"Las Vegas, NV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,,Instructional,702 HELICOPTER INC.,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's incorrect action of interfering with the flight controls and failure to comply with the flight instructor's commands, which resulted in a loss of lateral bank control and a rollover.",2016.0
20160603X45936,Accident,2016-06-03,"Mountain City, TN",United States,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,Turbo Shaft,135,NSCH,,PHI AIR MEDICAL,0.0,1.0,0.0,3.0,VMC,,"An incorrect and unapproved repair of the engine compressor diffuser performed by a machinist at a repair facility, which resulted in failure of the compressor diffuser aft plate and a partial loss of engine power.",2016.0
20160609X33454,Accident,2016-06-04,"Siriwo, Indonesia",Indonesia,Fatal,Substantial,Helicopter,BELL,206,No,,,,,,,1.0,0.0,3.0,0.0,,,,2016.0
20160608X50633,Accident,2016-06-07,"Beaumont, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The non-pilot owner's decision to start the helicopter while awaiting the pilot's arrival, which resulted in a loss of yaw control and a rollover.",2016.0
20160609X45739,Accident,2016-06-07,"Cahokia/St. Louis, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22,No,1.0,Reciprocating,091,,Business,MY SKY LLC,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's delayed remedial action and his failure to remain vigilant as the helicopter entered the weathercock stability region, in gusting wind conditions, resulting in loss of tail rotor effectiveness and ground impact.",2016.0
20160609X70225,Accident,2016-06-07,"Chireno, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's selection of unsuitable terrain for landing, which resulted in the helicopter rolling over during landing, and substantial damage to the tail boom.",2016.0
20160609X31844,Accident,2016-06-08,"Hastings, MN",United States,Non-Fatal,Substantial,Helicopter,BELL,47G,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to attain a positive rate of climb during takeoff from a service truck, which resulted in an impact with terrain and substantial damage to the tail boom and fuselage.",2016.0
20160610X14116,Accident,2016-06-09,"Laureles, TX",United States,Non-Fatal,Substantial,Helicopter,BELL,47G 5,No,1.0,Reciprocating,137,,Aerial Application,HENDRICKSON FLYING SERVICE INC,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to apply additional engine power when he applied collective input, which led to a loss of rotor speed and the exceedance of the helicopters performance capability.",2016.0
20160612X85856,Accident,2016-06-12,"Jonesboro, AR",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain helicopter control during takeoff. Contributing to the accident was the pilot's impairment due to his combined use of alcohol and diphenhydramine, which led to his improper decision to fly after drinking alcohol and degraded his ability to maintain control of the helicopter.",2016.0
20160614X83429,Accident,2016-06-13,"Ajo, AZ",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,EC120,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,DEPARTMENT OF HOMELAND SECURITY,0.0,0.0,0.0,1.0,VMC,,"The pilot's decision to exit the helicopter with the engine and rotors turning and the selection of unsuitable terrain for a landing, which resulted in a roll over.",2016.0
20160615X64926,Accident,2016-06-14,"Bishop, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilots improper preflight weather planning, fuel planning, and fuel management, which resulted in fuel starvation and a loss of engine power. Contributing to the severity of the accident was the pilot's initiation of the landing flare at a high altitude, which led to a subsequent hard landing.
",2016.0
20160618X24627,Accident,2016-06-17,"Chatham, MA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,,Aerial Observation,RYAN ROTORS INC,0.0,0.0,2.0,0.0,VMC,,"The inadequate maintenance of the lower forward clutch actuator bearing for a prolonged period of time, which resulted in a bearing failure. Contributing to the accident was an erroneous maintenance entry, which resulted in the helicopter being operated beyond its mandatory airframe overhaul time.",2016.0
20160623X22855,Accident,2016-06-17,"Brainerd, MN",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369E,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,Minnesota Department of Natural Resources,0.0,0.0,0.0,2.0,VMC,,"The failure of the helicopters windscreen for reasons that could not be determined based on the available information, which resulted in substantial damage to the main rotor blades and horizontal stabilizer.
",2016.0
20160623X83406,Accident,2016-06-17,"McAllen, TX",United States,Non-Fatal,Substantial,Helicopter,AIRBUS,AS350,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,US DEPARTMENT OF HOMELAND SECURITY,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadvertent input of the right tail rotor pedal, which resulted in a loss of directional control and an impact with service equipment.",2016.0
20160628X70613,Accident,2016-06-21,"Princeton, CA",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269B,No,1.0,Reciprocating,091,,Positioning,,0.0,1.0,0.0,0.0,VMC,,"The uncertificated pilot's failure to maintain pitch and directional control, which resulted in an impact with terrain and a rollover.",2016.0
20160624X83720,Accident,2016-06-23,"Wikieup, AZ",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,Turbo Shaft,091,,Positioning,,2.0,0.0,0.0,0.0,VMC,,An encounter with turbulence due to updrafts and/or dust devils that resulted in mast bumping and an in-flight break-up.,2016.0
20160627X44727,Accident,2016-06-26,"Kassel, Hesse, Germany, Germany",Germany,Non-Fatal,Substantial,Helicopter,BELL,407,No,,,,,,,0.0,0.0,0.0,1.0,,,,2016.0
20160705X35534,Accident,2016-06-26,"Jundiai, Brazil",Brazil,Fatal,Destroyed,Helicopter,BELL HELICOPTER,407,No,1.0,Turbo Shaft,,,,,5.0,0.0,0.0,0.0,Unk,,,2016.0
20160628X23537,Accident,2016-06-28,"El Centro, CA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,137,,Aerial Application,Custom Ag,0.0,0.0,0.0,1.0,VMC,,"A loss of main rotor rpm and airframe vibration for reasons that could not be determined based on the available information, which resulted in a forced landing to sloping terrain and the helicopter rolling over.",2016.0
20160706X41619,Accident,2016-07-01,"Cullman, AL",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,1.0,Reciprocating,091,,Instructional,WALLACE STATE COLLEGE,0.0,0.0,0.0,2.0,VMC,,"The helicopter flight instructor candidate's improper execution of the autorotation, resulting in abnormal ground contact and subsequent damage to the vertical stabilizer and tail rotor drive assembly.",2016.0
20160702X94036,Accident,2016-07-02,"Brawley, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,OH 58A,No,1.0,Turbo Shaft,137,,Aerial Application,FARM AVIATION INC,0.0,0.0,0.0,1.0,VMC,,"The engine's degraded performance due to excessive wear of the engine bleed valve, which prevented it from closing during the accident flight. Contributing to the accident was the operator's failure to overhaul the bleed valve within the manufacturer-recommended interval.",2016.0
20160706X42741,Accident,2016-07-06,"Italy, TX",United States,Fatal,Destroyed,Helicopter,BELL,525,No,,Turbo Shaft,091,,Flight Test,Bell Helicopter - Textron,2.0,0.0,0.0,0.0,VMC,,"A severe vibration of the helicopter that led to the crew's inability to maintain sufficient rotor rotation speed (Nr), leading to excessive main rotor blade flapping, subsequent main rotor blade contact with the tail boom, and the resultant in-flight breakup. Contributing to the severity and sustainment of the vibration, which was not predicted during development, were (1) the collective biomechanical feedback and (2) the attitude and heading reference system response, both of which occurred due to the lack of protections in the flight control laws against the sustainment and growth of adverse feedback loops when the 6-hertz airframe vibration initiated. Contributing to the crew's inability to maintain sufficient Nr in the severe vibration environment were (1) the lack of an automated safeguard in the modified one-engine-inoperative software used during flight testing to exit at a critical Nr threshold and (2) the lack of distinct and unambiguous cues for low Nr.",2016.0
20160712X32830,Accident,2016-07-10,"Surprise, AZ",United States,Non-Fatal,Substantial,Helicopter,BELL,OH 58,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,1.0,0.0,0.0,VMC,,"While at a low altitude, the pilot's decision to do an abrupt descending right downwind turn which resulted in flying through his own vortices and an impact with terrain.",2016.0
20160711X32921,Accident,2016-07-11,"Hickory, KY",United States,Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON CANADA,407,No,1.0,Turbo Shaft,091,,Business,TENNESSEE VALLEY AUTHORITY,1.0,0.0,0.0,0.0,VMC,,"Company maintenance personnel's inappropriate removal without replacement of the safety wires on the collective lever pin screws during a recent maintenance inspection, which resulted in the screws backing out and led to a loss of collective control in flight.",2016.0
20160719X94831,Accident,2016-07-16,"Calhoun, GA",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The helicopter owners failure to ensure the helicopters airworthiness and the inadequate inspection and maintenance of the helicopter's landing gear dampers, which resulted in ground resonance during throttle application. Contributing to the damage of the helicopter were the improper actions of the pilots after encountering ground resonance.",2016.0
20160720X92054,Accident,2016-07-16,"Madrid, Spain",Spain,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,NUSN,,,World Aviation,2.0,0.0,0.0,0.0,,,,2016.0
20160718X32942,Accident,2016-07-17,"Mt. Adams, WA",United States,Non-Fatal,Substantial,Helicopter,BELL,UH 1H,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,KING COUNTY SHERIFFS OFFICE,0.0,0.0,0.0,8.0,VMC,,"The pilots failure to maintain yaw control as he slowed the helicopter during a landing approach, which resulted in the loss of helicopter control due to the loss of tail rotor effectiveness.
",2016.0
20160728X04833,Accident,2016-07-22,"Lake Mills, IA",United States,Non-Fatal,Substantial,Helicopter,BELL,OH 58A,No,1.0,Turbo Shaft,137,,Aerial Application,NORTH STAR HELICOPTER INC,0.0,1.0,0.0,0.0,VMC,,"The pilot's inadequate visual lookout, which resulted in a wire strike.",2016.0
20160726X85117,Accident,2016-07-25,"Minonk, IL",United States,Non-Fatal,Substantial,Helicopter,TEXAS HELICOPTER CORP,OH 13H/M74A,No,1.0,Reciprocating,137,,Aerial Application,HENDRICKSON FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,,Failure of the truck driver to ensure that he had adequate clearance to pass under the helicopter and the failure of the loader to park in a safer area for reloading operations.,2016.0
20160802X21706,Accident,2016-07-27,"Senheim, Germany",Germany,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,,,,,,,0.0,1.0,0.0,0.0,,,,2016.0
20160801X45009,Accident,2016-07-29,"Outlook, WA",United States,Non-Fatal,Destroyed,Helicopter,BELL,206,No,1.0,Turbo Shaft,137,,Aerial Application,J.R. HELICOPTERS LLC.,0.0,1.0,0.0,0.0,VMC,,"The pilot and ground crew's failure to visually inspect the helicopter's skids before takeoff, which resulted in a water hose becoming entangled on the right skid, a loss of control, an impact with terrain, and a post-crash fire.",2016.0
20160804X83405,Accident,2016-07-29,"Morris, MN",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,1.0,Reciprocating,137,,Aerial Application,Evan Anderson,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from terrain due to his distraction by the navigation system.,2016.0
20160730X21955,Accident,2016-07-30,"Oshkosh, WI",United States,Non-Fatal,Substantial,Helicopter,BELL,47G 2,No,1.0,Reciprocating,091,,Other Work Use,Experimental Aircraft Association,0.0,0.0,0.0,3.0,VMC,,"The loosening and separation of the throttle linkage nut, which resulted in a loss of throttle control and subsequent hard landing after autorotation.

 
",2016.0
20160802X53901,Accident,2016-07-30,"Modesto, CA",United States,Non-Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON,206,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain pitch control during an autorotation, which resulted in abnormal ground contact and main rotor contact with the tail boom. Contributing to the accident was the low fuel level which resulted in fuel starvation and a loss of engine power during the right turn to final.",2016.0
20160802X91137,Accident,2016-08-02,"Prescott, AZ",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,,0.0,2.0,0.0,0.0,VMC,,"The flight instructors delayed remedial action to address a low rotor rpm condition, which resulted in an excessive descent rate and a subsequent hard landing.  ",2016.0
20160804X45514,Accident,2016-08-03,"Jeanerette, LA",United States,Fatal,Substantial,Helicopter,SCHWEIZER,269C 1,No,1.0,Reciprocating,091,,Aerial Observation,GULF COAST HELICOPTERS INC,1.0,0.0,0.0,0.0,VMC,,The pilot's loss of helicopter control for reasons that could not be determined based on available evidence.,2016.0
20160830X31131,Accident,2016-08-03,"Lusikisuki, near Port John, Eastern Cape Province, South Africa",South Africa,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSC,,,,4.0,0.0,0.0,0.0,,,,2016.0
